dienststelle,code,ort,lage,richtung,genauigkeit,lat,lon,gefunden_als,osm_link,osm_methode,osm_lat,osm_lon,abstand_osm_m,abstand_strasse_m,stadtteil_laut_ort,stadtteil_des_punkts,pruefen,osm_link_abgleich,manuell
S-02,1467,Neustadt/Süd,Lützowstraße 4-26,in Fahrtrichtung Moltkestraße,hausnummer,50.932529,6.932713,"Lützowstraße 4, 50674 Köln, Deutschland",https://www.openstreetmap.org/?mlat=50.932529&mlon=6.932713#map=18/50.932529/6.932713,osm_hausnummer 4–26,50.933114,6.932707,65,13,Neustadt/Süd,Neustadt/Süd,,https://www.openstreetmap.org/?mlat=50.933114&mlon=6.932707#map=18/50.933114/6.932707,
S-02,1471,Widdersdorf,Unter Linden 44-116,in Fahrtrichtung Palmenhof,strasse,50.966099,6.841468,"Unter Linden, Widdersdorf, 50859 Köln, Deutschland",https://www.openstreetmap.org/?mlat=50.966099&mlon=6.841468#map=18/50.966099/6.841468,osm_strasse (±760 m),50.962544,6.839247,425,0,Widdersdorf,Widdersdorf,genauigkeit=strasse,https://www.openstreetmap.org/?mlat=50.962544&mlon=6.839247#map=18/50.962544/6.839247,
S-02,1475,Rath/Heumar,Eiler Straße 67,in Fahrtrichtung Rösrather Straße,strasse,50.915801,7.080925,"Kleine Riesen, Eiler Straße 67, 51107 Köln, Deutschland",https://www.openstreetmap.org/?mlat=50.915801&mlon=7.080925#map=18/50.915801/7.080925,osm_hausnummer 67,50.915815,7.080931,2,19,Rath/Heumar,Rath/Heumar,genauigkeit=strasse,https://www.openstreetmap.org/?mlat=50.915815&mlon=7.080931#map=18/50.915815/7.080931,"50.915815,7.080931 · OSM-Abgleich: Geocoder fand nur die Straße; ersetzt durch OSM-Adresse Nr. 67"
S-02,1476,Rath/Heumar,Eiler Straße 67-63,in Fahrtrichtung Eil,strasse,50.915801,7.080925,"Kleine Riesen, Eiler Straße 67, 51107 Köln, Deutschland",https://www.openstreetmap.org/?mlat=50.915801&mlon=7.080925#map=18/50.915801/7.080925,osm_hausnummer 67–63,50.915681,7.080992,14,19,Rath/Heumar,Rath/Heumar,genauigkeit=strasse,https://www.openstreetmap.org/?mlat=50.915681&mlon=7.080992#map=18/50.915681/7.080992,"50.915681,7.080992 · OSM-Abgleich: Geocoder fand nur die Straße; ersetzt durch OSM-Adresse Nr. 67–63"
S-02,1480,Braunsfeld,Friedr.-Schmidt-Str.ggü.Lat.56,in Fahrtrichtung Kitschburger Str.,strasse,50.934516,6.896014,"Friedrich-Schmidt-Straße, Braunsfeld, 50933 Köln, Deutschland",https://www.openstreetmap.org/?mlat=50.934516&mlon=6.896014#map=18/50.934516/6.896014,osm_strasse (±870 m),50.934443,6.898612,182,0,Braunsfeld,Braunsfeld,genauigkeit=strasse,https://www.openstreetmap.org/?mlat=50.934443&mlon=6.898612#map=18/50.934443/6.898612,
S-02,1486,Junkersdorf,Kirchweg 71-73,in Fahrtrichtung Aachener Straße,hausnummer,50.93457,6.862041,"Kirchweg 71, Junkersdorf, 50858 Köln, Deutschland",https://www.openstreetmap.org/?mlat=50.934570&mlon=6.862041#map=18/50.934570/6.862041,osm_hausnummer 71–73,50.934542,6.861993,5,17,Junkersdorf,Junkersdorf,,https://www.openstreetmap.org/?mlat=50.934542&mlon=6.861993#map=18/50.934542/6.861993,
S-02,1487,Junkersdorf,Kirchweg 71-73,in Fahrtrichtung Birkenallee,hausnummer,50.93457,6.862041,"Kirchweg 71, Junkersdorf, 50858 Köln, Deutschland",https://www.openstreetmap.org/?mlat=50.934570&mlon=6.862041#map=18/50.934570/6.862041,osm_hausnummer 71–73,50.934542,6.861993,5,17,Junkersdorf,Junkersdorf,,https://www.openstreetmap.org/?mlat=50.934542&mlon=6.861993#map=18/50.934542/6.861993,
S-02,1488,Junkersdorf,Kirchweg gegenüber 64-60,in Fahrtrichtung Aachener Straße,hausnummer,50.935149,6.862345,"Kirchweg 64, Junkersdorf, 50858 Köln, Deutschland",https://www.openstreetmap.org/?mlat=50.935149&mlon=6.862345#map=18/50.935149/6.862345,osm_hausnummer 64–60,50.935221,6.862438,10,16,Junkersdorf,Junkersdorf,,https://www.openstreetmap.org/?mlat=50.935221&mlon=6.862438#map=18/50.935221/6.862438,
S-02,1499,Neustadt Nord,Theodor-Heuss Ring 21-11,in Fahrtrichtung Ebertplatz,hausnummer,50.950974,6.963906,"Theodor-Heuss-Ring 21, 50668 Köln, Deutschland",https://www.openstreetmap.org/?mlat=50.950974&mlon=6.963906#map=18/50.950974/6.963906,osm_hausnummer 21–11,50.951125,6.962894,73,20,Neustadt/Nord,Neustadt/Nord,,https://www.openstreetmap.org/?mlat=50.951125&mlon=6.962894#map=18/50.951125/6.962894,
S-02,1502,Pesch,Johannesstraße 13-17,in Fahrtrichtung Militärringstraße,strasse,50.993465,6.881394,"Johannesstraße, Pesch, 50767 Köln, Deutschland",https://www.openstreetmap.org/?mlat=50.993465&mlon=6.881394#map=18/50.993465/6.881394,osm_hausnummer 13–17,50.99734,6.878117,488,0,Pesch,Pesch,genauigkeit=strasse; 488 m von OSM-Hausnummer,https://www.openstreetmap.org/?mlat=50.997340&mlon=6.878117#map=18/50.997340/6.878117,"50.997340,6.878117 · OSM-Abgleich: Geocoder-Punkt 488 m von der OSM-Adresse entfernt; ersetzt durch OSM-Adresse Nr. 13–17"
S-02,1529,Dellbrück,Gierather Straße 98-76,in Fahrtrichtung stadteinwärts,hausnummer,50.972089,7.097411,"Gierather Straße 98, Dellbrück, 51069 Köln, Deutschland",https://www.openstreetmap.org/?mlat=50.972089&mlon=7.097411#map=18/50.972089/7.097411,osm_hausnummer 98–76,50.971971,7.096395,72,17,Dellbrück,Dellbrück,,https://www.openstreetmap.org/?mlat=50.971971&mlon=7.096395#map=18/50.971971/7.096395,
S-02,1530,Dellbrück,Gierather Straße 82-104,in Fahrtrichtung stadtauswärts,hausnummer,50.971829,7.095909,"Gierather Straße 82, Dellbrück, 51069 Köln, Deutschland",https://www.openstreetmap.org/?mlat=50.971829&mlon=7.095909#map=18/50.971829/7.095909,osm_hausnummer 82–104,50.972085,7.096904,75,15,Dellbrück,Dellbrück,,https://www.openstreetmap.org/?mlat=50.972085&mlon=7.096904#map=18/50.972085/7.096904,
S-02,1537,Vogelsang,Vogelsanger Straße 448,in Fahrtrichtung Vogelsanger Markt,hausnummer,50.95564,6.886234,"Vogelsanger Straße 448, Alt-Vogelsang, 50829 Köln, Deutschland",https://www.openstreetmap.org/?mlat=50.955640&mlon=6.886234#map=18/50.955640/6.886234,osm_hausnummer 448,50.955641,6.886234,0,20,Vogelsang,Vogelsang,,https://www.openstreetmap.org/?mlat=50.955641&mlon=6.886234#map=18/50.955641/6.886234,
S-02,1543,Immendorf,Godorfer Straße 32-18,in Fahrtrichtung Berzdorfer Straße,hausnummer,50.857322,6.960792,"Godorfer Straße 32, Immendorf, 50997 Köln, Deutschland",https://www.openstreetmap.org/?mlat=50.857322&mlon=6.960792#map=18/50.857322/6.960792,osm_hausnummer 32–18,50.857539,6.960517,31,21,Immendorf,Immendorf,,https://www.openstreetmap.org/?mlat=50.857539&mlon=6.960517#map=18/50.857539/6.960517,
S-02,1544,Immendorf,Godorfer Str.32 - ggü. Lat.19,in Fahrtrichtung Euskirchener Str.,hausnummer,50.857322,6.960792,"Godorfer Straße 32, Immendorf, 50997 Köln, Deutschland",https://www.openstreetmap.org/?mlat=50.857322&mlon=6.960792#map=18/50.857322/6.960792,osm_hausnummer 32,50.857322,6.960786,0,21,Immendorf,Immendorf,,https://www.openstreetmap.org/?mlat=50.857322&mlon=6.960786#map=18/50.857322/6.960786,
S-02,1555,Poll,Poller Damm 32-48,in Fahrtrichtung In der Gracht,hausnummer,50.910659,6.996246,"Poller Damm 32, 51105 Köln, Deutschland",https://www.openstreetmap.org/?mlat=50.910659&mlon=6.996246#map=18/50.910659/6.996246,osm_hausnummer 32–48,50.910538,6.996944,51,19,Poll,Poll,,https://www.openstreetmap.org/?mlat=50.910538&mlon=6.996944#map=18/50.910538/6.996944,
S-02,1563,Flittard,Roggendorfstraße 35,in Fahrtrichtung Alfred-Werner-Str.,hausnummer,50.998776,6.993089,"Roggendorfstraße 35, Flittard, 51061 Köln, Deutschland",https://www.openstreetmap.org/?mlat=50.998776&mlon=6.993089#map=18/50.998776/6.993089,osm_hausnummer 35,50.998776,6.993089,0,20,Flittard,Flittard,,https://www.openstreetmap.org/?mlat=50.998776&mlon=6.993089#map=18/50.998776/6.993089,
S-02,1564,Flittard,Roggendorfstraße 35,in Fahrtrichtung Düsseldorfer Str.,hausnummer,50.998776,6.993089,"Roggendorfstraße 35, Flittard, 51061 Köln, Deutschland",https://www.openstreetmap.org/?mlat=50.998776&mlon=6.993089#map=18/50.998776/6.993089,osm_hausnummer 35,50.998776,6.993089,0,20,Flittard,Flittard,,https://www.openstreetmap.org/?mlat=50.998776&mlon=6.993089#map=18/50.998776/6.993089,
S-02,1565,Merheim,Olpener Straße 491-455,in Fahrtrichtung Höhenberg,hausnummer,50.944303,7.055942,"Olpener Straße 491, Merheim, 51109 Köln, Deutschland",https://www.openstreetmap.org/?mlat=50.944303&mlon=7.055942#map=18/50.944303/7.055942,osm_hausnummer 491–455,50.943874,7.053354,188,24,Merheim,Merheim,188 m von OSM-Hausnummer,https://www.openstreetmap.org/?mlat=50.943874&mlon=7.053354#map=18/50.943874/7.053354,"50.943874,7.053354 · OSM-Abgleich: Geocoder-Punkt 188 m von der OSM-Adresse entfernt; ersetzt durch OSM-Adresse Nr. 491–455"
S-02,1576,Westhoven,Andre-Citroen-Straße 20-24,in Fahrtrichtung Oberstraße,hausnummer,50.902039,7.020686,"André-Citroën-Straße 20, Westhoven, 51149 Köln, Deutschland",https://www.openstreetmap.org/?mlat=50.902039&mlon=7.020686#map=18/50.902039/7.020686,osm_hausnummer 20–24,50.901743,7.020286,43,28,Westhoven,Westhoven,,https://www.openstreetmap.org/?mlat=50.901743&mlon=7.020286#map=18/50.901743/7.020286,
S-02,1578,Longerich,Robert-Perthel-Straße 62-78,in Fahrtrichtung Lindweiler,hausnummer,50.986942,6.910952,"Robert-Perthel-Str. 62, 50739 Köln, Deutschland",https://www.openstreetmap.org/?mlat=50.986942&mlon=6.910952#map=18/50.986942/6.910952,osm_hausnummer 62–78,50.988219,6.909811,163,29,Longerich,Longerich,163 m von OSM-Hausnummer,https://www.openstreetmap.org/?mlat=50.988219&mlon=6.909811#map=18/50.988219/6.909811,"50.988219,6.909811 · OSM-Abgleich: Geocoder-Punkt 163 m von der OSM-Adresse entfernt; ersetzt durch OSM-Adresse Nr. 62–78"
S-02,1584,Nippes,Neusser Straße 326-360,in Fahrtrichtung stadtauswärts,hausnummer,50.966811,6.953549,"Neusser Straße 326, Nippes, 50733 Köln, Deutschland",https://www.openstreetmap.org/?mlat=50.966811&mlon=6.953549#map=18/50.966811/6.953549,osm_hausnummer 326–360,50.967695,6.953417,99,17,Nippes,Nippes,,https://www.openstreetmap.org/?mlat=50.967695&mlon=6.953417#map=18/50.967695/6.953417,
S-02,1601,Lind,Linder Mauspfad 175-143,in Fahrtrichtung Spich,hausnummer,50.855566,7.108473,"Linder Mauspfad 175, 51147 Köln, Deutschland",https://www.openstreetmap.org/?mlat=50.855566&mlon=7.108473#map=18/50.855566/7.108473,osm_hausnummer 175–143,50.854718,7.108579,95,23,Lind,Wahnheide,,https://www.openstreetmap.org/?mlat=50.854718&mlon=7.108579#map=18/50.854718/7.108579,
S-02,1602,Lind,Linder Mauspfad 143-175,in Fahrtrichtung Wahnheide,hausnummer,50.853869,7.108684,"Linder Mauspfad 143, 51147 Köln, Deutschland",https://www.openstreetmap.org/?mlat=50.853869&mlon=7.108684#map=18/50.853869/7.108684,osm_hausnummer 143–175,50.854718,7.108579,95,19,Lind,Wahnheide,,https://www.openstreetmap.org/?mlat=50.854718&mlon=7.108579#map=18/50.854718/7.108579,
S-02,1624,Neustadt-Süd,Am Duffesbach 20-42,in Fahrtrichtung Eifelplatz,stadtteil,50.935003,6.93645,"Filiale Köln Neustadt-Süd, Händelstraße 37, 50674 Köln, Deutschland",https://www.openstreetmap.org/?mlat=50.935003&mlon=6.936450#map=18/50.935003/6.936450,osm_strasse (±210 m),50.926017,6.944645,1153,1070,Neustadt/Süd,Neustadt/Süd,genauigkeit=stadtteil; 1070 m neben der Straße,https://www.openstreetmap.org/?mlat=50.926017&mlon=6.944645#map=18/50.926017/6.944645,"50.926017,6.944645 · OSM-Abgleich: Geocoder fand nur den Stadtteil; ersetzt durch OSM-Straßenmitte im Stadtteil (±210 m)"
S-02,1635,Neustadt/Nord,Gladbacher Straße 32-14,in Fahrtr. Kaiser-Wilhelm-Ring,strasse,50.946124,6.939445,"Hotel Storch, Gladbacher Straße 32, 50672 Köln, Deutschland",https://www.openstreetmap.org/?mlat=50.946124&mlon=6.939445#map=18/50.946124/6.939445,osm_hausnummer 32–14,50.945864,6.940221,62,16,Neustadt/Nord,Neustadt/Nord,genauigkeit=strasse,https://www.openstreetmap.org/?mlat=50.945864&mlon=6.940221#map=18/50.945864/6.940221,"50.945864,6.940221 · OSM-Abgleich: Geocoder fand nur die Straße; ersetzt durch OSM-Adresse Nr. 32–14"
S-02,1640,Neuehrenfeld,Äussere Kanalstraße Lat.88,in Fahrtrichtung Subbelratherstraße,strasse,50.962509,6.909112,"Äußere Kanalstraße, Neuehrenfeld, 50827 Köln, Deutschland",https://www.openstreetmap.org/?mlat=50.962509&mlon=6.909112#map=18/50.962509/6.909112,osm_strasse (±950 m),50.967444,6.914567,669,0,Neuehrenfeld,Neuehrenfeld,genauigkeit=strasse,https://www.openstreetmap.org/?mlat=50.967444&mlon=6.914567#map=18/50.967444/6.914567,
S-02,1641,Neuehrenfeld,Äussere Kanalstraße Lat.88,in Fahrtrichtung Iltisstrasse,strasse,50.962509,6.909112,"Äußere Kanalstraße, Neuehrenfeld, 50827 Köln, Deutschland",https://www.openstreetmap.org/?mlat=50.962509&mlon=6.909112#map=18/50.962509/6.909112,osm_strasse (±950 m),50.967444,6.914567,669,0,Neuehrenfeld,Neuehrenfeld,genauigkeit=strasse,https://www.openstreetmap.org/?mlat=50.967444&mlon=6.914567#map=18/50.967444/6.914567,
S-02,1648,Altstadt-Nord,Offenbachplatz Höhe Haus Nr.3,in Fahrtrichtung Neuköllner Straße,strasse,50.937921,6.953379,"Haus Deutscher Herold, Offenbachplatz 3, Altstadt-Nord, 50667 Köln, Deutschland",https://www.openstreetmap.org/?mlat=50.937921&mlon=6.953379#map=18/50.937921/6.953379,osm_hausnummer 3,50.937772,6.953276,18,20,Altstadt-Nord,Altstadt-Nord,genauigkeit=strasse,https://www.openstreetmap.org/?mlat=50.937772&mlon=6.953276#map=18/50.937772/6.953276,"50.937772,6.953276 · OSM-Abgleich: Geocoder fand nur die Straße; ersetzt durch OSM-Adresse Nr. 3"
S-02,1653,Rodenkirchen,Sürther Straße 172,in Fahrtrichtung Ringstraße,strasse,50.879884,7.002599,"Sürther Straße, Rodenkirchen, 50999 Köln, Deutschland",https://www.openstreetmap.org/?mlat=50.879884&mlon=7.002599#map=18/50.879884/7.002599,osm_strasse (±1220 m),50.88097,7.001915,130,0,Rodenkirchen,Rodenkirchen,genauigkeit=strasse,https://www.openstreetmap.org/?mlat=50.880970&mlon=7.001915#map=18/50.880970/7.001915,", · OSM-Abgleich: Geocoder fand nur die Straße; Straße im Stadtteil zu lang für einen verlässlichen Punkt (±1220 m) → weggelassen"
S-02,1654,Widdersdorf,Unter Linden 44-116,in Fahrtrichtung Hauptstraße,strasse,50.966099,6.841468,"Unter Linden, Widdersdorf, 50859 Köln, Deutschland",https://www.openstreetmap.org/?mlat=50.966099&mlon=6.841468#map=18/50.966099/6.841468,osm_strasse (±760 m),50.962544,6.839247,425,0,Widdersdorf,Widdersdorf,genauigkeit=strasse,https://www.openstreetmap.org/?mlat=50.962544&mlon=6.839247#map=18/50.962544/6.839247,
S-02,1664,Sülz,Universitätsstraße 16,in Fahrtrichtung Zülpicher Straße,strasse,50.924239,6.9313,"Studentenhaus, Universitätsstraße 16, Sülz, 50937 Köln, Deutschland",https://www.openstreetmap.org/?mlat=50.924239&mlon=6.931300#map=18/50.924239/6.931300,osm_hausnummer 16,50.923842,6.931576,48,33,Sülz,Sülz,genauigkeit=strasse,https://www.openstreetmap.org/?mlat=50.923842&mlon=6.931576#map=18/50.923842/6.931576,"50.923842,6.931576 · OSM-Abgleich: Geocoder fand nur die Straße; ersetzt durch OSM-Adresse Nr. 16"
S-02,1668,Bilderstöckchen,Geldernstr. Höhe Laterne 36-28,in Fahrtrichtung Escher Straße,strasse,50.961564,6.940195,"Geldernstraße, Bilderstöckchen, 50739 Köln, Deutschland",https://www.openstreetmap.org/?mlat=50.961564&mlon=6.940195#map=18/50.961564/6.940195,osm_strasse (±670 m),50.964198,6.940206,293,0,Bilderstöckchen,Bilderstöckchen,genauigkeit=strasse,https://www.openstreetmap.org/?mlat=50.964198&mlon=6.940206#map=18/50.964198/6.940206,
S-02,1675,Braunsfeld,Maarweg 94-80,in Fahrtrichtung Stolberger Straße,hausnummer,50.941175,6.899087,"Maarweg 94, Braunsfeld, 50933 Köln, Deutschland",https://www.openstreetmap.org/?mlat=50.941175&mlon=6.899087#map=18/50.941175/6.899087,osm_hausnummer 94–80,50.940862,6.899153,35,19,Braunsfeld,Braunsfeld,,https://www.openstreetmap.org/?mlat=50.940862&mlon=6.899153#map=18/50.940862/6.899153,
S-02,1676,Braunsfeld,Maarweg 80-94,in Fahrtrichtung Erkelenzer Straße,hausnummer,50.940414,6.899297,"Maarweg 80, Braunsfeld, 50933 Köln, Deutschland",https://www.openstreetmap.org/?mlat=50.940414&mlon=6.899297#map=18/50.940414/6.899297,osm_hausnummer 80–94,50.940791,6.899199,42,21,Braunsfeld,Braunsfeld,,https://www.openstreetmap.org/?mlat=50.940791&mlon=6.899199#map=18/50.940791/6.899199,
S-02,1677,Meschenich,Engeldorfer Straße 45-57,in Fahrtrichtung Weststraße,hausnummer,50.856786,6.928759,"Engeldorfer Straße 45, Meschenich, 50997 Köln, Deutschland",https://www.openstreetmap.org/?mlat=50.856786&mlon=6.928759#map=18/50.856786/6.928759,osm_hausnummer 45–57,50.856446,6.928833,38,17,Meschenich,Meschenich,,https://www.openstreetmap.org/?mlat=50.856446&mlon=6.928833#map=18/50.856446/6.928833,
S-02,1679,Dellbrück,Berg.Gladbacher Straße Lat.135,in Fahrtrichtung stadteinwärts,stadtteil,50.975921,7.074106,"Dellbrück, Köln, NW, Deutschland",https://www.openstreetmap.org/?mlat=50.975921&mlon=7.074106#map=18/50.975921/7.074106,osm_strasse (±1540 m),50.979338,7.072324,400,392,Dellbrück,Dellbrück,genauigkeit=stadtteil; 392 m neben der Straße,https://www.openstreetmap.org/?mlat=50.979338&mlon=7.072324#map=18/50.979338/7.072324,", · OSM-Abgleich: Geocoder fand nur den Stadtteil; Straße im Stadtteil zu lang für einen verlässlichen Punkt (±1540 m) → weggelassen"
S-02,1682,Riehl,Amsterdamer Straße 76-86,in Fahrtrichtung Stadtauswärts,hausnummer,50.963997,6.968982,"Amsterdamer Straße 76, Riehl, 50735 Köln, Deutschland",https://www.openstreetmap.org/?mlat=50.963997&mlon=6.968982#map=18/50.963997/6.968982,osm_hausnummer 76–86,50.964329,6.969029,37,19,Riehl,Riehl,,https://www.openstreetmap.org/?mlat=50.964329&mlon=6.969029#map=18/50.964329/6.969029,
S-02,1685,Sülz,Berrenrather Str. geg. 448-480,in Fahrtrichtung Militärringstraße,hausnummer,50.910013,6.91639,"Berrenrather Straße 448, Sülz, 50937 Köln, Deutschland",https://www.openstreetmap.org/?mlat=50.910013&mlon=6.916390#map=18/50.910013/6.916390,osm_hausnummer 448–480,50.909178,6.915385,117,23,Sülz,Sülz,,https://www.openstreetmap.org/?mlat=50.909178&mlon=6.915385#map=18/50.909178/6.915385,
S-02,1686,Sülz,Berrenrather Str.geg.  480-448,in Fahrtrichtung Neuenhöfer Allee,hausnummer,50.908351,6.914387,"Berrenrather Straße 480, Sülz, 50937 Köln, Deutschland",https://www.openstreetmap.org/?mlat=50.908351&mlon=6.914387#map=18/50.908351/6.914387,osm_hausnummer 480–448,50.909178,6.915385,116,22,Sülz,Sülz,,https://www.openstreetmap.org/?mlat=50.909178&mlon=6.915385#map=18/50.909178/6.915385,
S-02,1690,Braunsfeld,Friedrich-Schmidt-Str.58b,in Fahrtrichtung Millitärringstraße,hausnummer,50.93482,6.893401,"Friedrich-Schmidt-Straße 58b, Braunsfeld, 50933 Köln, Deutschland",https://www.openstreetmap.org/?mlat=50.934820&mlon=6.893401#map=18/50.934820/6.893401,osm_hausnummer 58b,50.934804,6.893377,2,28,Braunsfeld,Braunsfeld,,https://www.openstreetmap.org/?mlat=50.934804&mlon=6.893377#map=18/50.934804/6.893377,
S-02,1692,Holweide,Piccoloministraße 276-270,in Fahrtrichtung Honschaftsstraße,hausnummer,50.971409,7.03697,"Piccoloministraße 276, Holweide, 51067 Köln, Deutschland",https://www.openstreetmap.org/?mlat=50.971409&mlon=7.036970#map=18/50.971409/7.036970,osm_hausnummer 276–270,50.971399,7.036784,13,13,Holweide,Holweide,,https://www.openstreetmap.org/?mlat=50.971399&mlon=7.036784#map=18/50.971399/7.036784,
S-02,1693,Rath-Heumar,Rather Mauspfad 88,in Fahrtrichtung Zum Rabenbruch,hausnummer,50.927131,7.095326,"Rather Mauspfad 88, 51107 Köln, Deutschland",https://www.openstreetmap.org/?mlat=50.927131&mlon=7.095326#map=18/50.927131/7.095326,osm_hausnummer 88,50.927142,7.095327,1,31,Rath/Heumar,Rath/Heumar,,https://www.openstreetmap.org/?mlat=50.927142&mlon=7.095327#map=18/50.927142/7.095327,
S-02,1694,Rath-Heumar,Rather Mauspfad 88,in Fahrtrichtung Baldurstraße,hausnummer,50.927131,7.095326,"Rather Mauspfad 88, 51107 Köln, Deutschland",https://www.openstreetmap.org/?mlat=50.927131&mlon=7.095326#map=18/50.927131/7.095326,osm_hausnummer 88,50.927142,7.095327,1,31,Rath/Heumar,Rath/Heumar,,https://www.openstreetmap.org/?mlat=50.927142&mlon=7.095327#map=18/50.927142/7.095327,
S-02,1696,Buchheim,Berg.-Gladbacher Str.263g-263,in Fahrtrichtung stadteinwärts,hausnummer,50.965849,7.025972,"Bergisch Gladbacher Straße 263g, Buchheim, 51063 Köln, Deutschland",https://www.openstreetmap.org/?mlat=50.965849&mlon=7.025972#map=18/50.965849/7.025972,osm_hausnummer 263g–263,50.965676,7.025208,57,20,Buchheim,Buchheim,,https://www.openstreetmap.org/?mlat=50.965676&mlon=7.025208#map=18/50.965676/7.025208,
S-02,1699,Elsdorf,Frankfurter Straße 403-405,in Fahrtrichtung Wahn,hausnummer,50.871732,7.083142,"Frankfurter Straße 403, Elsdorf, 51145 Köln, Deutschland",https://www.openstreetmap.org/?mlat=50.871732&mlon=7.083142#map=18/50.871732/7.083142,osm_hausnummer 403–405,50.871808,7.083121,9,16,Elsdorf,Elsdorf,,https://www.openstreetmap.org/?mlat=50.871808&mlon=7.083121#map=18/50.871808/7.083121,
S-02,1702,Raderthal,Markusstraße ggü.55-9,in Fahrtrichtung Brühler Straße,hausnummer,50.900247,6.950819,"Markusstraße 55, Raderthal, 50968 Köln, Deutschland",https://www.openstreetmap.org/?mlat=50.900247&mlon=6.950819#map=18/50.900247/6.950819,osm_hausnummer 55–9,50.900234,6.951664,59,18,Raderthal,Raderthal,,https://www.openstreetmap.org/?mlat=50.900234&mlon=6.951664#map=18/50.900234/6.951664,
S-02,1703,Stammheim,Stammheimer Ring 121-123,in Fahrtrichtung Schloßstraße,hausnummer,50.988099,6.990455,"Stammheimer Ring 121, 51061 Köln, Deutschland",https://www.openstreetmap.org/?mlat=50.988099&mlon=6.990455#map=18/50.988099/6.990455,osm_hausnummer 121–123,50.988104,6.99034,8,14,Stammheim,Stammheim,,https://www.openstreetmap.org/?mlat=50.988104&mlon=6.990340#map=18/50.988104/6.990340,
S-02,1704,Stammheim,Stammheimer Ring 123-121,in Fahrtrichtung Gisbertstraße,hausnummer,50.988118,6.990229,"Stammheimer Ring 123, 51061 Köln, Deutschland",https://www.openstreetmap.org/?mlat=50.988118&mlon=6.990229#map=18/50.988118/6.990229,osm_hausnummer 123–121,50.988104,6.99034,8,14,Stammheim,Stammheim,,https://www.openstreetmap.org/?mlat=50.988104&mlon=6.990340#map=18/50.988104/6.990340,
S-02,1705,Roggendorf/Thenhoven,Bruchstraße 140,in Fahrtrichtung Blumenberg,hausnummer,51.045209,6.85728,"Bruchstraße 140, 50769 Köln, Deutschland",https://www.openstreetmap.org/?mlat=51.045209&mlon=6.857280#map=18/51.045209/6.857280,osm_hausnummer 140,51.045209,6.85728,0,18,Roggendorf/Thenhoven,Roggendorf/Thenhoven,,https://www.openstreetmap.org/?mlat=51.045209&mlon=6.857280#map=18/51.045209/6.857280,
S-02,1706,Roggendorf/Thenhoven,Bruchstraße 140,in Fahrtrichtung Walter-Dodde-Weg,hausnummer,51.045209,6.85728,"Bruchstraße 140, 50769 Köln, Deutschland",https://www.openstreetmap.org/?mlat=51.045209&mlon=6.857280#map=18/51.045209/6.857280,osm_hausnummer 140,51.045209,6.85728,0,18,Roggendorf/Thenhoven,Roggendorf/Thenhoven,,https://www.openstreetmap.org/?mlat=51.045209&mlon=6.857280#map=18/51.045209/6.857280,
S-02,1707,Lövenich,"Brauweiler Straße, Lat.16-28",in Fahrtrichtung stadtauswärts,strasse,50.948612,6.82502,"Brauweilerstraße, Lövenich, 50859 Köln, Deutschland",https://www.openstreetmap.org/?mlat=50.948612&mlon=6.825020#map=18/50.948612/6.825020,osm_strasse (±1000 m),50.947782,6.82735,188,0,Lövenich,Lövenich,genauigkeit=strasse,https://www.openstreetmap.org/?mlat=50.947782&mlon=6.827350#map=18/50.947782/6.827350,
S-02,1708,Bayenthal,Goltsteinstraße 138,in Fahrtrichtung Bayenthalgürtel,hausnummer,50.906515,6.97045,"Goltsteinstraße 138, Bayenthal, 50968 Köln, Deutschland",https://www.openstreetmap.org/?mlat=50.906515&mlon=6.970450#map=18/50.906515/6.970450,osm_hausnummer 138,50.906503,6.970453,1,15,Bayenthal,Bayenthal,,https://www.openstreetmap.org/?mlat=50.906503&mlon=6.970453#map=18/50.906503/6.970453,
S-02,1709,Ehrenfeld,Leyendecker Straße 11-45,in Fahrtrichtung Venloer Straße,hausnummer,50.95217,6.907792,"Leyendeckerstraße 11, Ehrenfeld, 50825 Köln, Deutschland",https://www.openstreetmap.org/?mlat=50.952170&mlon=6.907792#map=18/50.952170/6.907792,osm_hausnummer 11–45,50.952832,6.90835,83,14,Ehrenfeld,Ehrenfeld,,https://www.openstreetmap.org/?mlat=50.952832&mlon=6.908350#map=18/50.952832/6.908350,
S-02,1710,Ehrenfeld,Leyendecker Straße 45-11,in Fahrtrichtung Oskar-Jäger-Straße,hausnummer,50.953496,6.908906,"Leyendeckerstraße 45, Ehrenfeld, 50825 Köln, Deutschland",https://www.openstreetmap.org/?mlat=50.953496&mlon=6.908906#map=18/50.953496/6.908906,osm_hausnummer 45–11,50.952832,6.90835,83,14,Ehrenfeld,Ehrenfeld,,https://www.openstreetmap.org/?mlat=50.952832&mlon=6.908350#map=18/50.952832/6.908350,
S-02,1711,Dellbrück,Dellbrücker Hauptstraße 29-27,In Fahrtrichtung Hatzfeldstraße,hausnummer,50.973396,7.0752,"Dellbrücker Hauptstraße 29, 51069 Köln, Deutschland",https://www.openstreetmap.org/?mlat=50.973396&mlon=7.075200#map=18/50.973396/7.075200,osm_hausnummer 29–27,50.973288,7.075246,12,19,Dellbrück,Dellbrück,,https://www.openstreetmap.org/?mlat=50.973288&mlon=7.075246#map=18/50.973288/7.075246,
